Sample	chr	startpos	endpos	nMajor	nMinor	Sex	Purity	Ploidy	CN	Size
PD62080a	19	55518642	58572521	1	1	M	0.54	1.98220087748519	neutral	3053880
PD62080a	20	87623	64273492	1	1	M	0.54	1.98220087748519	neutral	64185870
PD62080a	21	9068512	46664392	1	1	M	0.54	1.98220087748519	neutral	37595881
PD62080a	22	16572142	38107961	1	1	M	0.54	1.98220087748519	neutral	21535820
PD62080a	22	38107965	38125864	1	0	M	0.54	1.98220087748519	loss	17900
PD62080a	22	38127401	50780662	1	1	M	0.54	1.98220087748519	neutral	12653262
PD62080a	X	284193	2738274	3	0	M	0.54	1.98220087748519	gain	2454082
PD62080a	X	2738275	2797283	2	0	M	0.54	1.98220087748519	gain	59009
PD62080a	X	2797384	155545046	1	0	M	0.54	1.98220087748519	neutral	152747663
PD62080a	X	155773979	156005413	2	0	M	0.54	1.98220087748519	gain	231435
PD62081a	1	69511	169597091	1	1	M	0.49	1.97933234388499	neutral	169527581
PD62081a	1	169603107	169711588	0	0	M	0.49	1.97933234388499	loss	108482
PD62081a	1	169725777	248918428	1	1	M	0.49	1.97933234388499	neutral	79192652
PD62081a	2	41509	74254540	1	1	M	0.49	1.97933234388499	neutral	74213032
PD62081a	2	74255765	74380401	2	1	M	0.49	1.97933234388499	gain	124637
PD62081a	2	74390482	88627206	1	1	M	0.49	1.97933234388499	neutral	14236725
PD62081a	2	88691804	88861407	1	0	M	0.49	1.97933234388499	loss	169604
PD62081a	2	88861410	219168632	1	1	M	0.49	1.97933234388499	neutral	130307223
PD62081a	2	219168887	219172671	1	0	M	0.49	1.97933234388499	loss	3785
PD62081a	2	219172722	242004549	1	1	M	0.49	1.97933234388499	neutral	22831828
PD62081a	3	197664	198038561	1	1	M	0.49	1.97933234388499	neutral	197840898
PD62081a	4	85813	1250735	1	1	M	0.49	1.97933234388499	neutral	1164923
PD62081a	4	1250817	1354789	1	0	M	0.49	1.97933234388499	loss	103973
PD62081a	4	1354834	1394631	2	1	M	0.49	1.97933234388499	gain	39798
PD62081a	4	1394641	190025891	1	1	M	0.49	1.97933234388499	neutral	188631251
PD62081a	5	140359	68279495	1	1	M	0.49	1.97933234388499	neutral	68139137
PD62081a	5	68279516	68288911	0	0	M	0.49	1.97933234388499	loss	9396
PD62081a	5	68290682	140560925	1	1	M	0.49	1.97933234388499	neutral	72270244
PD62081a	5	140561164	140786686	1	0	M	0.49	1.97933234388499	loss	225523
PD62081a	5	140786763	141476977	2	2	M	0.49	1.97933234388499	gain	690215
PD62081a	5	141477262	178985666	1	1	M	0.49	1.97933234388499	neutral	37508405
PD62081a	5	178985673	179207682	2	1	M	0.49	1.97933234388499	gain	222010
PD62081a	5	179207703	181199254	1	1	M	0.49	1.97933234388499	neutral	1991552
PD62081a	5	181199305	181260906	1	0	M	0.49	1.97933234388499	loss	61602
PD62081a	6	203397	3016818	1	1	M	0.49	1.97933234388499	neutral	2813422
PD62081a	6	3016857	3045690	1	0	M	0.49	1.97933234388499	loss	28834
PD62081a	6	3045746	25983549	1	1	M	0.49	1.97933234388499	neutral	22937804
PD62081a	6	26017148	26505040	0	0	M	0.49	1.97933234388499	loss	487893
PD62081a	6	26505134	27838389	1	0	M	0.49	1.97933234388499	loss	1333256
PD62081a	6	27838401	27893904	0	0	M	0.49	1.97933234388499	loss	55504
PD62081a	6	27911277	32120698	1	1	M	0.49	1.97933234388499	neutral	4209422
PD62081a	6	32120825	32937525	1	0	M	0.49	1.97933234388499	loss	816701
PD62081a	6	32938459	170584376	1	1	M	0.49	1.97933234388499	neutral	137645918
PD62081a	7	193222	99353892	1	1	M	0.49	1.97933234388499	neutral	99160671
PD62081a	7	99354032	99483972	1	0	M	0.49	1.97933234388499	loss	129941
PD62081a	7	99484107	142762884	1	1	M	0.49	1.97933234388499	neutral	43278778
PD62081a	7	142796503	142863619	0	0	M	0.49	1.97933234388499	loss	67117
PD62081a	7	142863750	143222964	1	1	M	0.49	1.97933234388499	neutral	359215
PD62081a	7	143263173	143339445	1	0	M	0.49	1.97933234388499	loss	76273
PD62081a	7	143339455	159233344	1	1	M	0.49	1.97933234388499	neutral	15893890
PD62081a	8	232977	141230049	1	1	M	0.49	1.97933234388499	neutral	140997073
PD62081a	8	141253967	142229597	2	1	M	0.49	1.97933234388499	gain	975631
PD62081a	8	142271599	143925888	1	1	M	0.49	1.97933234388499	neutral	1654290
PD62081a	8	143926722	144012715	1	0	M	0.49	1.97933234388499	loss	85994
PD62081a	8	144039849	145054093	1	1	M	0.49	1.97933234388499	neutral	1014245
PD62081a	9	154795	114345842	1	1	M	0.49	1.97933234388499	neutral	114191048
PD62081a	9	114345953	114668244	1	0	M	0.49	1.97933234388499	loss	322292
PD62081a	9	114668265	122553584	1	1	M	0.49	1.97933234388499	neutral	7885320
PD62081a	9	122553749	124799412	2	1	M	0.49	1.97933234388499	gain	2245664
PD62081a	9	124799444	138175500	1	1	M	0.49	1.97933234388499	neutral	13376057
PD62081a	10	49230	94981358	1	1	M	0.49	1.97933234388499	neutral	94932129
PD62081a	10	94981408	95406202	2	1	M	0.49	1.97933234388499	gain	424795
PD62081a	10	95410609	100054487	1	1	M	0.49	1.97933234388499	neutral	4643879
PD62081a	10	100057106	100154787	2	2	M	0.49	1.97933234388499	gain	97682
PD62081a	10	100155030	133625894	1	1	M	0.49	1.97933234388499	neutral	33470865
PD62081a	11	197291	419706	1	0	M	0.49	1.97933234388499	loss	222416
PD62081a	11	419765	1754884	1	1	M	0.49	1.97933234388499	neutral	1335120
PD62081a	11	1755049	2407111	1	0	M	0.49	1.97933234388499	loss	652063
PD62081a	11	2407160	57567000	1	1	M	0.49	1.97933234388499	neutral	55159841
PD62081a	11	57567035	57811502	1	0	M	0.49	1.97933234388499	loss	244468
PD62081a	11	57814314	67392137	1	1	M	0.49	1.97933234388499	neutral	9577824
PD62081a	11	67392217	67455578	1	0	M	0.49	1.97933234388499	loss	63362
PD62081a	11	67455615	134986843	1	1	M	0.49	1.97933234388499	neutral	67531229
PD62081a	12	66973	6390242	1	1	M	0.49	1.97933234388499	neutral	6323270
PD62081a	12	6390540	7156730	1	0	M	0.49	1.97933234388499	loss	766191
PD62081a	12	7156816	133234349	1	1	M	0.49	1.97933234388499	neutral	126077534
PD62081a	13	19026300	114325924	1	1	M	0.49	1.97933234388499	neutral	95299625
PD62081a	14	19733402	22502376	1	1	M	0.49	1.97933234388499	neutral	2768975
PD62081a	14	22502402	22589172	0	0	M	0.49	1.97933234388499	loss	86771
PD62081a	14	22589178	24186086	1	1	M	0.49	1.97933234388499	neutral	1596909
PD62081a	14	24186095	24268463	1	0	M	0.49	1.97933234388499	loss	82369
PD62081a	14	24268999	104802421	1	1	M	0.49	1.97933234388499	neutral	80533423
PD62081a	14	104842915	104946981	2	1	M	0.49	1.97933234388499	gain	104067
PD62081a	14	104946982	104948453	4	0	M	0.49	1.97933234388499	gain	1472
PD62081a	14	104948467	104955507	2	2	M	0.49	1.97933234388499	gain	7041
PD62081a	14	104957472	105864655	1	1	M	0.49	1.97933234388499	neutral	907184
PD62081a	14	105864660	105898020	2	2	M	0.49	1.97933234388499	gain	33361
PD62081a	14	105898026	105971014	4	0	M	0.49	1.97933234388499	gain	72989
PD62081a	14	105971066	106874913	2	0	M	0.49	1.97933234388499	neutral	903848
PD62081a	15	19964758	101849544	1	1	M	0.49	1.97933234388499	neutral	81884787
PD62081a	16	47354	68540042	1	1	M	0.49	1.97933234388499	neutral	68492689
PD62081a	16	68557253	68563127	2	1	M	0.49	1.97933234388499	gain	5875
PD62081a	16	68563251	90094793	1	1	M	0.49	1.97933234388499	neutral	21531543
PD62081a	17	156162	29941839	1	1	M	0.49	1.97933234388499	neutral	29785678
PD62081a	17	29941906	30271337	2	1	M	0.49	1.97933234388499	gain	329432
PD62081a	17	30271376	31523759	1	1	M	0.49	1.97933234388499	neutral	1252384
PD62081a	17	31523877	31894596	1	0	M	0.49	1.97933234388499	loss	370720
PD62081a	17	31894888	68356703	1	1	M	0.49	1.97933234388499	neutral	36461816
PD62081a	17	68356826	68515486	1	0	M	0.49	1.97933234388499	loss	158661
PD62081a	17	68522782	81463711	1	1	M	0.49	1.97933234388499	neutral	12940930
PD62081a	17	81510690	81512443	0	0	M	0.49	1.97933234388499	loss	1754
PD62081a	17	81528493	83135759	1	1	M	0.49	1.97933234388499	neutral	1607267
PD62081a	18	120645	80202756	1	1	M	0.49	1.97933234388499	neutral	80082112
PD62081a	19	281468	15454663	1	1	M	0.49	1.97933234388499	neutral	15173196
PD62081a	19	15454697	15537337	1	0	M	0.49	1.97933234388499	loss	82641
PD62081a	19	15537560	35831116	1	1	M	0.49	1.97933234388499	neutral	20293557
PD62081a	19	35831209	35879450	2	1	M	0.49	1.97933234388499	gain	48242
PD62081a	19	35888668	42764045	1	1	M	0.49	1.97933234388499	neutral	6875378
PD62081a	19	42764064	43354426	2	1	M	0.49	1.97933234388499	gain	590363
PD62081a	19	43354439	58572521	1	1	M	0.49	1.97933234388499	neutral	15218083
PD62081a	20	87623	64273492	1	1	M	0.49	1.97933234388499	neutral	64185870
PD62081a	21	9068512	46664392	1	1	M	0.49	1.97933234388499	neutral	37595881
PD62081a	22	16572142	50780662	1	1	M	0.49	1.97933234388499	neutral	34208521
PD62081a	X	284193	2782048	2	0	M	0.49	1.97933234388499	gain	2497856
PD62081a	X	2782116	71062914	1	0	M	0.49	1.97933234388499	neutral	68280799
PD62081a	X	71100917	72139460	0	0	M	0.49	1.97933234388499	loss	1038544
PD62081a	X	72140042	136556533	1	0	M	0.49	1.97933234388499	neutral	64416492
PD62081a	X	136648329	136879545	0	0	M	0.49	1.97933234388499	loss	231217
PD62081a	X	137030450	153885774	1	0	M	0.49	1.97933234388499	neutral	16855325
PD62081a	X	153886814	154652360	0	0	M	0.49	1.97933234388499	loss	765547
PD62081a	X	154652556	155545046	1	0	M	0.49	1.97933234388499	neutral	892491
PD62081a	X	155773979	155997715	2	0	M	0.49	1.97933234388499	gain	223737
PD62081a	X	155997799	156005413	1	0	M	0.49	1.97933234388499	neutral	7615
PD62084a	1	69511	121568263	1	1	F	0.47	2.02696661863065	neutral	121498753
PD62084a	1	143544192	152088019	1	0	F	0.47	2.02696661863065	loss	8543828
PD62084a	1	152088088	153459146	2	1	F	0.47	2.02696661863065	gain	1371059
PD62084a	1	153534629	248918428	1	1	F	0.47	2.02696661863065	neutral	95383800
PD62084a	2	41393	178729722	1	1	F	0.47	2.02696661863065	neutral	178688330
PD62084a	2	178729846	178770478	2	1	F	0.47	2.02696661863065	gain	40633
PD62084a	2	178771155	242004549	1	1	F	0.47	2.02696661863065	neutral	63233395
PD62084a	3	197664	11017753	1	1	F	0.47	2.02696661863065	neutral	10820090
PD62084a	3	11018504	11259094	2	1	F	0.47	2.02696661863065	gain	240591
PD62084a	3	11259190	75783425	1	1	F	0.47	2.02696661863065	neutral	64524236
PD62084a	3	75937723	77493183	2	1	F	0.47	2.02696661863065	gain	1555461
PD62084a	3	77493454	198038561	1	1	F	0.47	2.02696661863065	neutral	120545108
PD62084a	4	85813	4315737	1	1	F	0.47	2.02696661863065	neutral	4229925
PD62084a	4	4320548	9781998	2	1	F	0.47	2.02696661863065	gain	5461451
PD62084a	4	9782215	190025891	1	1	F	0.47	2.02696661863065	neutral	180243677
PD62084a	5	140238	13913803	1	1	F	0.47	2.02696661863065	neutral	13773566
PD62084a	5	13913884	13944269	2	2	F	0.47	2.02696661863065	gain	30386
PD62084a	5	13944382	67114272	1	1	F	0.47	2.02696661863065	neutral	53169891
PD62084a	5	67120936	140786397	2	0	F	0.47	2.02696661863065	neutral	73665462
PD62084a	5	140786647	140795876	4	1	F	0.47	2.02696661863065	gain	9230
PD62084a	5	140796271	141491313	3	0	F	0.47	2.02696661863065	gain	695043
PD62084a	5	141491361	181260906	2	0	F	0.47	2.02696661863065	neutral	39769546
PD62084a	6	203397	26056388	1	1	F	0.47	2.02696661863065	neutral	25852992
PD62084a	6	26056437	26370429	1	0	F	0.47	2.02696661863065	loss	313993
PD62084a	6	26370431	170584376	1	1	F	0.47	2.02696661863065	neutral	144213946
PD62084a	7	193222	26738787	1	1	F	0.47	2.02696661863065	neutral	26545566
PD62084a	7	26738871	27531160	1	0	F	0.47	2.02696661863065	loss	792290
PD62084a	7	27531225	159233344	1	1	F	0.47	2.02696661863065	neutral	131702120
PD62084a	8	232977	141467492	1	1	F	0.47	2.02696661863065	neutral	141234516
PD62084a	8	141467514	143214941	2	1	F	0.47	2.02696661863065	gain	1747428
PD62084a	8	143215135	145054093	1	1	F	0.47	2.02696661863065	neutral	1838959
PD62084a	9	154795	138175500	1	1	F	0.47	2.02696661863065	neutral	138020706
PD62084a	10	49134	49326497	1	1	F	0.47	2.02696661863065	neutral	49277364
PD62084a	10	49326510	49616703	2	1	F	0.47	2.02696661863065	gain	290194
PD62084a	10	49616707	133309354	1	1	F	0.47	2.02696661863065	neutral	83692648
PD62084a	10	133309736	133402836	1	0	F	0.47	2.02696661863065	loss	93101
PD62084a	10	133419430	133625894	3	0	F	0.47	2.02696661863065	gain	206465
PD62084a	11	197291	47827190	1	1	F	0.47	2.02696661863065	neutral	47629900
PD62084a	11	47835616	57187549	2	1	F	0.47	2.02696661863065	gain	9351934
PD62084a	11	57235810	123608559	1	1	F	0.47	2.02696661863065	neutral	66372750
PD62084a	11	123612925	124038604	2	2	F	0.47	2.02696661863065	gain	425680
PD62084a	11	124038930	134986843	1	1	F	0.47	2.02696661863065	neutral	10947914
PD62084a	12	66973	51346496	1	1	F	0.47	2.02696661863065	neutral	51279524
PD62084a	12	51346566	52848901	2	1	F	0.47	2.02696661863065	gain	1502336
PD62084a	12	52848911	55980911	1	1	F	0.47	2.02696661863065	neutral	3132001
PD62084a	12	55980927	56131658	1	0	F	0.47	2.02696661863065	loss	150732
PD62084a	12	56132868	130434865	1	1	F	0.47	2.02696661863065	neutral	74301998
PD62084a	12	130436926	131006167	2	1	F	0.47	2.02696661863065	gain	569242
PD62084a	12	131014147	133234532	1	1	F	0.47	2.02696661863065	neutral	2220386
PD62084a	13	19026300	19201582	2	2	F	0.47	2.02696661863065	gain	175283
PD62084a	13	19201596	19503337	2	1	F	0.47	2.02696661863065	gain	301742
PD62084a	13	19633783	114325924	1	1	F	0.47	2.02696661863065	neutral	94692142
PD62084a	14	19733402	20388168	1	1	F	0.47	2.02696661863065	neutral	654767
PD62084a	14	20389137	20429143	1	0	F	0.47	2.02696661863065	loss	40007
PD62084a	14	20429206	106874913	1	1	F	0.47	2.02696661863065	neutral	86445708
PD62084a	15	19964758	29128720	2	1	F	0.47	2.02696661863065	gain	9163963
PD62084a	15	29128725	44767853	1	1	F	0.47	2.02696661863065	neutral	15639129
PD62084a	15	44827003	44956805	1	0	F	0.47	2.02696661863065	loss	129803
PD62084a	15	44956839	48151343	1	1	F	0.47	2.02696661863065	neutral	3194505
PD62084a	15	48152233	48437451	2	1	F	0.47	2.02696661863065	gain	285219
PD62084a	15	48437972	101849608	1	1	F	0.47	2.02696661863065	neutral	53411637
PD62084a	16	47354	739693	1	1	F	0.47	2.02696661863065	neutral	692340
PD62084a	16	739761	1668133	2	1	F	0.47	2.02696661863065	gain	928373
PD62084a	16	1668923	90094880	1	1	F	0.47	2.02696661863065	neutral	88425958
PD62084a	17	156162	8150040	1	1	F	0.47	2.02696661863065	neutral	7993879
PD62084a	17	8150347	8230096	1	0	F	0.47	2.02696661863065	loss	79750
PD62084a	17	8230805	8234985	2	0	F	0.47	2.02696661863065	neutral	4181
PD62084a	17	8235109	40978276	1	1	F	0.47	2.02696661863065	neutral	32743168
PD62084a	17	40978289	41477065	2	1	F	0.47	2.02696661863065	gain	498777
PD62084a	17	41477097	83135891	1	1	F	0.47	2.02696661863065	neutral	41658795
PD62084a	18	120645	80202756	1	1	F	0.47	2.02696661863065	neutral	80082112
PD62084a	19	281360	6743629	1	1	F	0.47	2.02696661863065	neutral	6462270
PD62084a	19	6743656	6761000	1	0	F	0.47	2.02696661863065	loss	17345
PD62084a	19	6763707	45396157	1	1	F	0.47	2.02696661863065	neutral	38632451
PD62084a	19	45396473	45413671	1	0	F	0.47	2.02696661863065	loss	17199
PD62084a	19	45413724	58572521	1	1	F	0.47	2.02696661863065	neutral	13158798
PD62084a	20	87623	25919696	1	0	F	0.47	2.02696661863065	loss	25832074
PD62084a	20	26082911	63250070	2	1	F	0.47	2.02696661863065	gain	37167160
PD62084a	20	63250086	63349782	2	2	F	0.47	2.02696661863065	gain	99697
PD62084a	20	63349861	64273492	2	1	F	0.47	2.02696661863065	gain	923632
PD62084a	21	9068512	10462836	1	1	F	0.47	2.02696661863065	neutral	1394325
PD62084a	21	10462861	10602207	2	1	F	0.47	2.02696661863065	gain	139347
PD62084a	21	10602232	29457995	1	1	F	0.47	2.02696661863065	neutral	18855764
PD62084a	21	29458073	32515045	2	1	F	0.47	2.02696661863065	gain	3056973
PD62084a	21	32515159	46664523	1	1	F	0.47	2.02696661863065	neutral	14149365
PD62084a	22	16572142	50780662	1	1	F	0.47	2.02696661863065	neutral	34208521
PD62084a	X	284193	156005528	1	1	F	0.47	2.02696661863065	neutral	155721336
